Taylor weights	|E_1|_2-optimal	|E_1|_inf-optimal	E_r1|_2-optimal	|E_r1|_inf-optimal	|E_g1|_2-optimal	|E_g1|_inf-optimal	Liu (2014)
1.256598035902343	1.271126403048422	1.271363985308429	1.271048377908444	1.271302976058896	1.271345187357232	1.271590477572316	1.271216000000000
-0.125659803590234	-0.139369123828969	-0.139604370932462	-0.139291860640803	-0.139543885178335	-0.139585628527699	-0.139828843106208	-0.139457800000000
0.036620857046297	0.048849863089530	0.049080495053870	0.048774105942036	0.049021045061763	0.049061845781861	0.049300947804399	0.048936140000000
-0.013588444173023	-0.023937613920011	-0.024161459372185	-0.023864071747270	-0.024103535758648	-0.024142959797791	-0.024375985093042	-0.024020390000000
0.005360980390323	0.013715070554973	0.013930116659908	0.013644400964926	0.013874178835470	0.013911817917568	0.014136947051904	0.013793340000000
-0.002093440689610	-0.008570995218809	-0.008775432425503	-0.008503789948493	-0.008721899362712	-0.008757396219308	-0.008972956725756	-0.008643880000000
0.000779404072132	0.005643104878247	0.005835365373100	0.005579877319165	0.005784607394069	0.005817652931257	0.006022165306572	0.005709894000000
-0.000270193411672	-0.003836288927066	-0.004015077261869	-0.003777464083674	-0.003967409808345	-0.003997758482459	-0.004189955610294	-0.003896436000000
0.000085701485825	0.002657857652221	0.002822172994350	0.002603764799864	0.002777851843260	0.002805318390634	0.002984171481733	0.002711002000000
-0.000024503095967	-0.001859186416841	-0.002008335759495	-0.001810054613003	-0.001967553700992	-0.001992022123053	-0.002156752514661	-0.001905154000000
0.000006224924450	0.001303487008047	0.001437089133554	0.001259443478383	0.001399974585098	0.001421392498225	0.001571479645727	0.001342289000000
-0.000001383839538	-0.000910205557889	-0.001028185842176	-0.000871276808775	-0.000994804131042	-0.001013184985494	-0.001148361135738	-0.000942026000000
0.000000264482984	0.000629208137323	0.000731784735342	0.000595323382663	0.000702142143722	0.000717554550300	0.000837806716729	0.000654389800000
-0.000000042515912	-0.000427825934925	-0.000515487991861	-0.000398821876802	-0.000489541964420	-0.000502101515323	-0.000607652608174	-0.000446845500000
0.000000005583919	0.000283932188491	0.000357411280753	0.000259556661924	0.000335097551739	0.000344933328914	0.000436229227428	0.000297366300000
-0.000000000574901	-0.000182045330088	-0.000242281051529	-0.000161951783991	-0.000223615664700	-0.000230769443989	-0.000308452849017	-0.000190516800000
0.000000000043485	0.000111037312339	0.000159138835740	0.000094735747082	0.000144800503139	0.000148638490954	0.000213524957711	0.000115088200000
-0.000000000002148	-0.000062733964443	-0.000099939039785	-0.000049279577979	-0.000098459131703	-0.000090482474308	-0.000143530779858	-0.000062290520000
0.000000000000052	0.000031030942620	0.000084733735481	0.000015514739739	0.000042183668071	0.000050265705700	0.000163867760236	0.000019969290000
